Institution_Name,Latitude,Longitude
Global Policy Institute,52.0847883,4.3290213
University of San Diego,32.7726302,-117.1891347
San Francisco General Hospital,37.7568103,-122.4052532
Boehringer Ingelheim (China),31.2161764,121.5881629
Boehringer Ingelheim (Germany),49.9766723,8.0453446
Zhongshan Hospital,31.1997218,121.4491064
XinHua Hospital,31.2749961,121.5138886
Shantou University,23.4163248,116.6290685
Mass General Brigham,42.3915309,-71.0788755
Beth Israel Deaconess Medical Center,42.33834,-71.1096899
Brigham and Women's Hospital,42.3356457,-71.1060376
Cambridge School,51.5120122,-0.236812
Monarch Media (United States),43.0284775,-89.2983052
Jackson Laboratory,39.0779442,-94.5554822
University of Milan,45.4757322,9.2282917
Queen Mary University of London,51.5247403,-0.0393136
All India Institute of Medical Sciences Rishikesh,30.0779955,78.2843579
All India Institute of Medical Sciences,28.5645425,77.2099653
Hong Kong Polytechnic University,22.3026742,114.1775403
Queensland University of Technology,-27.542195,153.0649526
Tampere University,61.4951167,23.781423
Hallym Polytechnic University,37.8991852,127.7556528
Berlin Institute for the Foundations of Learning and Data,52.5183447,13.3252066
Technische Universität Berlin,52.5110159,13.3269541
Korea University,36.6108894,127.2934174
Rosalind Franklin University of Medicine and Science,42.302182,-87.8584966
Northwestern University,42.0557157,-87.6752945
Mount Sinai Hospital,43.6574502,-79.3903211
Nevşehir Hacı Bektaş Veli University,38.678204,34.7369901
Ordu University,40.974059,37.9705947
Wageningen University & Research,51.985445,5.663212
d-fine (Germany),50.1139009,8.6776238
University of Memphis,43.6746538,-79.3890069
Fisk University,36.1670712,-86.8039065
Heidelberg University,49.4186003,8.6692402
Fresenius (Germany),50.215259,8.6236742
China Three Gorges University,30.7240528,111.3114597
Great Ormond Street Hospital,51.5224889,-0.1203728
University of South Dakota,42.7913704,-96.9254235
University of Missouri–Kansas City,39.0313232,-94.5741909
Michigan United,41.609067,-87.4494547
The University of Texas Southwestern Medical Center,32.812043,-96.8417201
Bryan College,35.4978913,-84.998551
Wayne State University,42.3571895,-83.0709436
Loyola University Chicago,41.9991492,-87.6573704
University of South Alabama,30.6972412,-88.1892334
Medical College of Wisconsin,43.0438671,-88.0224532
Pfizer (Germany),48.2336926,10.0894369
Freie Universität Berlin,52.4528565,13.2907249
Helmholtz-Zentrum Hereon,53.4058379,10.4266801
Humboldt-Universität zu Berlin,52.5183402,13.3929202
Charité - Universitätsmedizin Berlin,52.5299885,13.3486639
State Hospital,42.6425386,-83.3207683
Ankara Yıldırım Beyazıt University,40.1311453,32.9512024
University of Reading,43.675243,-79.388612
Hefei University of Technology,31.8467475,117.2905389
Hebei Medical University,38.0408088,114.4622413
Peng Cheng Laboratory,23.0410775,113.3615595
Peking University Third Hospital,39.9809855,116.3538411
China Telecom (China),39.8398723,114.5948967
Universiti Putra Malaysia,2.9918365,101.720677
University of Anbar,33.4021051,43.262751
Suzhou Municipal Hospital,31.3043845,120.6166033
Nanjing Medical University,31.985805,118.703046
Los Angeles Medical Center,34.2025214,-118.6295791
Showa University,35.6442736,139.6761041
University of Macedonia,40.6251375,22.9601033
Royal Adelaide Hospital,-34.920603,138.5866101
SA Health,-34.9233272,138.6048923
Ballarat Health Services,-37.5592659,143.8465183
Lyell McEwin Hospital,-34.7476199,138.6642909
Ulsan College,37.5254453,127.1103466
Samsung Medical Center,37.4884518,127.0853414
Asan Medical Center,37.5263041,127.1096013
Dankook University,37.319288,127.1289665
Sungkyunkwan University,37.3003187,126.9697911
Samsung (South Korea),37.5006039,127.0670254
University of Ulsan,35.5737484,129.1897266
Korea Advanced Institute of Science and Technology,36.3698812,127.3623793
NYU Langone Health,40.7434467,-73.9722189
University Physicians,43.6608394,-79.3870381
Scripps Research Institute,32.8984967,-117.2428803
Children's Hospital of Orange County,33.7809052,-117.8660899
Fred Hutch Cancer Center,47.7129304,-122.3364351
University Health Network,40.6129034,-75.3465911
Princess Margaret Cancer Centre,43.6581636,-79.3906322
Institute for Systems Biology,47.6226477,-122.337417
Providence Health & Services,47.4638262,-122.2254571
University of Washington Medical Center,42.6560696,-73.7750058
Georgetown University,38.9089393,-77.0745796
University of Maryland Medical Center,39.2882737,-76.6243944
"University of Maryland, Baltimore",39.252377,-76.7089181
MedStar Georgetown University Hospital,38.9111463,-77.0753462
Friedrich-Alexander-Universität Erlangen-Nürnberg,49.4583219,11.08546
Technical University of Munich,48.2654976,11.6692249
Universitätsklinikum Erlangen,49.6006175,11.0106964
Klinikum rechts der Isar,48.1378387,11.6015956
Alberta Health Services,51.1560089,-113.9940641
ShanghaiTech University,31.1794305,121.5902345
Vanderbilt University,36.1438011,-86.8028189
Wonkwang University,35.968779,126.9591018
Brown University,41.8186395,-71.4088009
Providence College,41.8442938,-71.4354886
Lifespan,41.8158554,-71.4110088
Rhode Island Hospital,41.8110744,-71.4089995
Taichung Veterans General Hospital,24.1845526,120.6047597
National Chung Hsing University,24.120844,120.6757137
Westmead Hospital,-33.8027875,150.9870903
OLVG,52.3581465,4.915323
King's College London,51.5030855,-0.0900021
Sheba Medical Center,23.8515373,90.4146346
Iscte – Instituto Universitário de Lisboa,38.7486143,-9.1540202
Molde University College,62.7364311,7.1085197
Instituto de Novas Tecnologias,37.7488378,-25.664745
Gangnam Severance Hospital,37.4923433,127.04661
Severance Hospital,37.5622617,126.9403957
Shanghai First People's Hospital,31.2551487,121.4850534
Toronto Metropolitan University,43.6585342,-79.3784674
Doheny Eye Institute,34.0609725,-118.204129
Tan Tock Seng Hospital,1.321287,103.8466823
Oak Ridge National Laboratory,35.9301332,-84.3119307
University of Aberdeen,57.1645248,-2.1018364
University of Colorado Anschutz Medical Campus,39.7446494,-104.8386619
University of Shanghai for Science and Technology,31.2950161,121.5506739
Shenyang University of Technology,41.7341182,123.2431863
Ministry of Education of the People's Republic of China,39.9123408,116.3630203
Universität Trier,49.7468633,6.687527
Saint Luke's Hospital,41.6266537,-70.9379671
Deakin University,-37.8475136,145.1149474
Black Dog Institute,-33.9197678,151.2378537
Tongji University,31.2847393,121.4969491
Xinjiang Medical University,43.8368402,87.5753263
Hangzhou Dianzi University,30.3033132,120.3741385
Seoul National University Bundang Hospital,37.3492691,127.1241351
Helmholtz Zentrum München,48.2213102,11.59294
Fujita Health University,35.069752,137.0012674
Nara Institute of Science and Technology,34.7318113,135.7335875
University of Tsukuba,36.1070526,140.1006602
Kobe City Medical Center General Hospital,34.6593427,135.2145467
Johannes Gutenberg University Mainz,49.9920397,8.2371107
Universitätsklinikum Gießen und Marburg,50.8166057,8.8074844
Hôpital Maison Blanche,48.8742382,2.3804424
Deutsches Herzzentrum München,48.1530343,11.5500495
CE Technologies (United Kingdom),57.2086084,-2.2174305
Central South University,28.1334119,112.9858525
University of Utah,40.7628137,-111.8368719
University of New Mexico,35.0866327,-106.6202094
Universitat Oberta de Catalunya,41.1538709,1.1003996
Vall d'Hebron Hospital Universitari,41.4281535,2.1407435
James Cook University,-19.3289618,146.756645
BC Cancer Agency,48.4343509,-123.3264041
Beijing Tongren Hospital,39.7735805,116.5139092
Capital Medical University,39.8633289,116.3469177
University of Malaya,3.1257602,101.6558796
Qingdao University,36.075973,120.4129071
Austin Health,41.8953452,-87.7461898
Shanghai University of Sport,31.313664,121.5218896
Johns Hopkins Medicine,39.2987275,-76.5883163
Instituto de Salud Carlos III,40.4759705,-3.6938552
St. Michael's Hospital,43.6536408,-79.3778068
Flinders University,-35.0248753,138.5734181
Flinders Medical Centre,-35.0213895,138.5688386
University of South Australia,-37.8062142,140.766463
Prince of Songkla University,7.0069589,100.5007596
Peter MacCallum Cancer Centre,-37.8002283,144.9566943
University of Sharjah,25.2878292,55.478969
University of Wisconsin Health,43.076852,-89.4694911
Epic Systems (United States),40.8831644,-74.7302108
Macao Polytechnic University,22.1938349,113.5515152
International University of Health and Welfare,35.7613391,140.2944692
Institute of Information Engineering,15.321318,74.020617
China Telecom,39.8398723,114.5948967
GlaxoSmithKline (United Kingdom),51.3621026,-0.4509628
Suzhou Research Institute,31.2787148,120.7237629
Erasmus MC,51.9109324,4.4680514
Prince of Wales Hospital,22.3796088,114.2021926
Zhejiang University of Science and Technology,30.3200276,120.3686366
RMIT Vietnam,10.7298637,106.6935643
Oxford University Clinical Research Unit,10.7532391,106.6777068
Taiwan Forestry Research Institute,25.0313304,121.5101453
University of Technology Sydney,-33.8832536,151.2003294
University of Wollongong,-34.4050554,150.8783465
Vellore Institute of Technology University,12.969728,79.1606943
Jiangsu University of Science and Technology,32.1980654,119.4632898
Beijing Normal University,39.9597631,116.359724
Wuhan Business University,30.4614669,114.0846914
University of Cologne,50.9280446,6.9281305
Radboud University Nijmegen,51.8215173,5.8634209
Leiden University,52.1686355,4.4597028
GGD Amsterdam,52.3625251,4.9090028
GGZ Oost Brabant,51.7061548,5.3837969
University of Potsdam,44.6595887,-75.0062397
Max Delbrück Center,52.5262587,13.3853765
Oakland University,42.6666333,-83.2065575
Children's Hospital of Michigan,42.351889,-83.054788
Penn State Milton S. Hershey Medical Center,40.2653862,-76.6732128
Children's Hospital of Pittsburgh,40.4672015,-79.9532453
Indiana University Bloomington,39.1802358,-86.5093526
Universidade Federal de São Carlos,-21.9834422,-47.8806644
Slovak Academy of Sciences,48.3198619,18.3698563
Heinrich Heine University Düsseldorf,51.1907733,6.7935167
Örebro University,59.2539921,15.2487679
Karolinska University Hospital,59.3508017,18.0333186
Düsseldorf University Hospital,51.1959679,6.7898208
RAND Corporation,34.0095671,-118.4907088
Baylor College of Medicine,29.7105439,-95.3958079
Oregon Health & Science University,45.4981929,-122.6864957
Iran University of Medical Sciences,35.7482708,51.3814338
St. Matthew's University,52.6297131,-1.139284
Alfaisal University,24.6644278,46.676386
Center for Research in Molecular Medicine and Chronic Diseases,42.8710529,-8.5619045
Universidade de Santiago de Compostela,42.8750598,-8.5592569
Florida International University,25.7553898,-80.3762833
Northern Kentucky University,39.0346853,-84.4659598
Highland Community College - Illinois,42.2835559,-89.6753648
Williams (United States),41.5018224,-84.5923785
William & Mary,51.4182335,-1.5133801
University Hospital of Geneva,41.7994022,-80.9614527
China Southern Power Grid (China),27.5884001,106.8528751
Guangdong Polytechnic Normal University,23.2836806,113.2099619
South China Normal University,23.143019,113.3386042
The Alan Turing Institute,51.5302275,-0.1270026
Conestoga College,43.3678305,-80.9946787
Columbia University Irving Medical Center,40.8419836,-73.9436897
Edward Via College of Osteopathic Medicine,32.5896539,-85.4922336
Texas Tech University,33.5937526,-101.8995955
Guangdong 999 Brain Hospital,23.1013462,113.2353101
Yokohama City University,35.5610953,139.5755263
National and Kapodistrian University of Athens,37.970038,23.7652367
University of Piraeus,37.9417328,23.6530326
Prisma Health,34.0257871,-81.0922258
Long Island University,40.6911022,-73.9803965
Fujian Medical University,26.0735723,119.1822803
Fujian Provincial Hospital,26.090953,119.30188
Fuzhou University,26.0614068,119.1933416
Southern Medical University,23.1899352,113.3296269
Zurich University of Teacher Education,47.4164868,8.5558433
York University,43.7739325,-79.4988225
Saint Mary's University,44.6311145,-63.580134
Hunan University,28.1797236,112.9413209
Renmin University of China,39.9695397,116.3071291
Institute of Automation,54.1720834,12.0790983
Beijing Institute of Technology,39.9578214,116.3098237
National University of Defense Technology,28.2290273,112.9949229
Nanjing University of Science and Technology,32.031826,118.8521427
Shenzhen MSU-BIT University,22.6819166,114.2003376
Jingdong (China),24.4521201,100.8378793
China University of Geosciences,30.5253902,114.3938048
Beijing Anzhen Hospital,39.9616851,116.4008163
Hadassah Medical Center,3.8002483,11.4800587
Palo Alto University,37.3828147,-122.1870424
National Center for PTSD,43.6471819,-72.3446808
Menlo School,37.4531546,-122.1916853
Kyushu Institute of Technology,33.6550282,130.6722559
Multimedia University,2.927909,101.6417899
Stomatology Hospital,41.5766087,24.7071675
Fraunhofer Institute for Intelligent Analysis and Information Systems,50.748955,7.2020344
Centre for Human Genetics,12.8440066,77.6579098
"University of Nevada, Reno",39.5442688,-119.8163105
Montclair State University,40.8646879,-74.1969213
New Jersey Institute of Technology,40.7421254,-74.1790316
University of Silesia in Katowice,50.2606627,19.0292035
Centrum Onkologii,52.1465631,21.0317434
Wroclaw Medical University,51.109739,17.0719281
John Paul II Hospital,14.4433156,120.9963696
University of Szczecin,53.4184065,14.5356853
Hangzhou Normal University,30.2954743,120.0137379
Zhuhai People's Hospital,22.3838329,113.5332036
Hangzhou Medical College,30.2132791,119.7340727
Zhejiang Chinese Medical University,30.1772837,120.1443668
Mount Sinai Medical Center,25.8133808,-80.1408734
Illinois College,39.7291655,-90.2464732
United States National Library of Medicine,39.0011861,-77.104723
University of Liverpool,53.4072429,-2.9658337
